ticker,yahoo_ticker,country,company,sector,borsdata_ticker,ins_id
ICO,ICO.ST,Sweden,Iconovo,,ICO,1689.0
IDEX,IDEX.OL,Norway,IDEX Biometrics,,IDEX,1070.0
IDLDX,IDLDX.ST,Sweden,IDL Diagnostics,,IDLDX,506.0
IDUN B,IDUN-B.ST,Sweden,Idun Industrier,,IDUN B,2108.0
ABI,ABI.ST,Sweden,Igrene,,ABI,450.0
ILKKA1,ILKKA1.HE,Finland,Ilkka 1,,ILKKA1,1642.0
ILKKA2,ILKKA2.HE,Finland,Ilkka 2,,ILKKA2,820.0
IS,IS.ST,Sweden,Image Systems,,IS,108.0
IMHO B,IMHO-B.ST,Sweden,IMHO Intermedia House,,IMHO B,2418.0
IMMNOV,IMMNOV.ST,Sweden,Immunovia,,IMMNOV,924.0
IMPC,IMPC.ST,Sweden,Impact Coatings,,IMPC,304.0
IMPERO,IMPERO.CO,Denmark,Impero,,IMPERO,2154.0
IMP A SDB,IMPASDB.ST,Sweden,Implantica,,IMP A SDB,1972.0
ICP1V,ICP1V.HE,Finland,Incap,,ICP1V,821.0
INCOAX,INCOAX.ST,Sweden,InCoax Networks,,INCOAX,1779.0
INDERES,INDERES.HE,Finland,Inderes,,INDERES,2278.0
INDCT,INDCT.OL,Norway,Induct,,INDCT,1184.0
SX502040PI,SX502040PI.ST,Sweden,Industrial Engineering,,SX502040PI,2460.0
SX5020PI,SX5020PI.ST,Sweden,Industrial Goods & Services,,SX5020PI,2463.0
SX551010PI,SX551010PI.ST,Sweden,Industrial Materials,,SX551010PI,2464.0
SX551020PI,SX551020PI.ST,Sweden,Industrial Metals & Mining,,SX551020PI,2465.0
SX502050PI,SX502050PI.ST,Sweden,Industrial Support Services,,SX502050PI,2461.0
SX502060PI,SX502060PI.ST,Sweden,Industrial Transportation,,SX502060PI,2462.0
INDU A,INDU-A.ST,Sweden,Industrivärden A,,INDU A,1616.0
INDU C,INDU-C.ST,Sweden,Industrivärden C,,INDU C,109.0
INDT,INDT.ST,Sweden,Indutrade,,INDT,110.0
IBT B,IBT-B.ST,Sweden,Infant Bacterial,,IBT B,1075.0
INFRA,INFRA.ST,Sweden,Infracom,,INFRA,1659.0
INFREA,INFREA.ST,Sweden,Infrea,,INFREA,1691.0
ISAB,ISAB.ST,Sweden,Inhalation Sciences,,ISAB,1522.0
INIFY,INIFY.OL,Norway,Inify Laboratories,,INIFY,2406.0
ININ,ININ.OL,Norway,ININ Group,,ININ,1960.0
INISS B,INISS-B.ST,Sweden,Inission,,INISS B,754.0
INIT,INIT.ST,Sweden,Initiator Pharma,,INIT,1412.0
INSP,INSP.ST,Sweden,Insplorion,,INSP,784.0
INSTA,INSTA.OL,Norway,Instabank,,INSTA,1966.0
INSTAL,INSTAL.ST,Sweden,Instalco,,INSTAL,1437.0
SX3030PI,SX3030PI.ST,Sweden,Insurance,,SX3030PI,2449.0
INTEA B,INTEA-B.ST,Sweden,Intea Fastigheter B,,INTEA B,2557.0
INTEA D,INTEA-D.ST,Sweden,Intea Fastigheter D,,INTEA D,2558.0
IWS,IWS.OL,Norway,Integrated Wind,,IWS,2115.0
INTEG B,INTEG-B.ST,Sweden,Integrum,,INTEG B,1455.0
INT,INT.ST,Sweden,Intellego Technologies,,INT,2212.0
IPCO,IPCO.ST,Sweden,International Petroleum,,IPCO,1443.0
IOX,IOX.OL,Norway,InterOil Exploration,,IOX,1071.0
IVACC,IVACC.ST,Sweden,Intervacc,,IVACC,1436.0
INTRUM,INTRUM.ST,Sweden,Intrum,,INTRUM,112.0
IMS,IMS.ST,Sweden,Invent Medic,,IMS,986.0
SX302020PI,SX302020PI.ST,Sweden,Investment Banking,,SX302020PI,2448.0
INVE A,INVE-A.ST,Sweden,Investor A,,INVE A,1617.0
INVE B,INVE-B.ST,Sweden,Investor B,,INVE B,113.0
INVEST,INVEST.HE,Finland,Investors House,,INVEST,833.0
INWI,INWI.ST,Sweden,Inwido,,INWI,424.0
IVSO,IVSO.ST,Sweden,Invisio,,IVSO,306.0
IRIS,IRIS.ST,Sweden,Irisity,,IRIS,412.0
IRLAB A,IRLAB-A.ST,Sweden,IRLAB Therapeutics,,IRLAB A,1410.0
ISOFOL,ISOFOL.ST,Sweden,Isofol Medical,,ISOFOL,1434.0
ISS,ISS.CO,Denmark,ISS,,ISS,946.0
ITAB,ITAB.ST,Sweden,ITAB Shop Concept,,ITAB,114.0
ITECH,ITECH.ST,Sweden,I-Tech,,ITECH,1697.0
ITERA,ITERA.OL,Norway,Itera,,ITERA,1141.0
IZAFE B,IZAFE-B.ST,Sweden,iZafe,,IZAFE B,528.0
JAREN,JAREN.OL,Norway,Jaeren Sparebank,,JAREN,2437.0
JDAN,JDAN.CO,Denmark,Jeudan,,JDAN,1194.0
JIN,JIN.OL,Norway,Jinhui Shipping,,JIN,1073.0
JLT,JLT.ST,Sweden,JLT Mobile,,JLT,309.0
JM,JM.ST,Sweden,JM,,JM,116.0
JOMA,JOMA.ST,Sweden,John Mattson,,JOMA,1852.0
JDT,JDT.ST,Sweden,JonDeTech Sensors,,JDT,1699.0
GATE,GATE.ST,Sweden,Jumpgate,,GATE,1363.0
JYSK,JYSK.CO,Denmark,Jyske Bank,,JYSK,947.0
K2A B,K2A-B.ST,Sweden,K2A,,K2A B,1853.0
K2A PREF,K2APREF.ST,Sweden,K2A Knaust & Andersson Pref,,K2A PREF,711.0
K33,K33.ST,Sweden,K33,,K33,296.0
KABE B,KABE-B.ST,Sweden,Kabe,,KABE B,117.0
KAKEL,KAKEL.ST,Sweden,Kakel Max,,KAKEL,289.0
KLDVK,KLDVK.OL,Norway,Kaldvik,,KLDVK,1951.0
KAPIAB,KAPIAB.ST,Sweden,Kallebäck Property,,KAPIAB,407.0
KALMAR,KALMAR.HE,Finland,Kalmar,,KALMAR,2541.0
KAMBI,KAMBI.ST,Sweden,Kambi,,KAMBI,408.0
KAMUX,KAMUX.HE,Finland,Kamux,,KAMUX,1527.0
KARNEL B,KARNEL-B.ST,Sweden,Karnell Group,,KARNEL B,2525.0
KAR,KAR.ST,Sweden,Karnov,,KAR,1796.0
KDEV,KDEV.ST,Sweden,Karolinska Development,,,
KAV,KAV.ST,Sweden,Katalysen Ventures,,KAV,2387.0
KBC,KBC.ST,Sweden,KB Components,,KBC,2559.0
KEBNI B,KEBNI-B.ST,Sweden,KebNi,,KEBNI B,583.0
KEMIRA,KEMIRA.HE,Finland,Kemira,,KEMIRA,680.0
KEMPOWR,KEMPOWR.HE,Finland,Kempower,,KEMPOWR,2345.0
KENH,KENH.ST,Sweden,Kentima,,KENH,409.0
KSL,KSL.HE,Finland,Keskisuomalainen,,KSL,827.0
KESKOA,KESKOA.HE,Finland,Kesko A,,KESKOA,1643.0
KESKOB,KESKOB.HE,Finland,Kesko B,,KESKOB,681.0
KELAS,KELAS.HE,Finland,Kesla,,KELAS,828.0
KFAST B,KFAST-B.ST,Sweden,K-Fast Holding,,KFAST B,1887.0
KHG,KHG.HE,Finland,KH Group,,KHG,831.0
KID,KID.OL,Norway,Kid,,KID,1142.0
BRAVE,BRAVE.ST,Sweden,Kinda Brave,,BRAVE,2528.0
KINV A,KINV-A.ST,Sweden,Kinnevik A,,KINV A,1618.0
KINV B,KINV-B.ST,Sweden,Kinnevik B,,KINV B,120.0
KIT,KIT.OL,Norway,Kitron,,KIT,1143.0
KJELL,KJELL.ST,Sweden,Kjell Group,,KJELL,2249.0
KLARA B,KLARA-B.ST,Sweden,KlaraBo,,KLARA B,2322.0
KLAR,KLAR.ST,Sweden,Klaria Pharma,,KLAR,911.0
KCC,KCC.OL,Norway,Klaveness Combination,,KCC,1849.0
KLIMAT,KLIMAT.ST,Sweden,Klimator,,KLIMAT,2007.0
KMCP,KMCP.OL,Norway,KMC Properties,,KMCP,1118.0
KNOW,KNOW.ST,Sweden,KnowIT,,KNOW,122.0
KBHL,KBHL.CO,Denmark,Kobenhavns Lufthavne,,KBHL,948.0
KOJAMO,KOJAMO.HE,Finland,Kojamo,,KOJAMO,1715.0
KOMPL,KOMPL.OL,Norway,Komplett,,KOMPL,2203.0
KNEBV,KNEBV.HE,Finland,KONE,,KNEBV,682.0
KCR,KCR.HE,Finland,Konecranes,,KCR,683.0
KOA,KOA.OL,Norway,Kongsberg Automotive,,KOA,1074.0
KOG,KOG.OL,Norway,Kongsberg Gruppen,,KOG,1026.0
KONSOL,KONSOL.CO,Denmark,Konsolidator,,KONSOL,1847.0
KONT,KONT.ST,Sweden,Kontigo Care,,KONT,755.0
KOBR B,KOBR-B.ST,Sweden,Kopparbergs,,KOBR B,570.0
KOSKI,KOSKI.HE,Finland,Koskisen,,KOSKI,2484.0
KRAB,KRAB.OL,Norway,Kraft Bank,,KRAB,2054.0
KREATE,KREATE.HE,Finland,Kreate Group,,KREATE,2082.0
KRE,KRE.CO,Denmark,Kreditbanken,,KRE,1256.0
KRONA,KRONA.ST,Sweden,Krona Public Real Estate,,KRONA,2121.0
KVIX,KVIX.ST,Sweden,Kvix,,KVIX,2323.0
LAGR B,LAGR-B.ST,Sweden,Lagercrantz,,LAGR B,124.0
LAMM B,LAMM-B.ST,Sweden,Lammhults Design,,LAMM B,125.0
LAMOR,LAMOR.HE,Finland,Lamor,,LAMOR,2341.0
LGOLD B,LGOLD-B.ST,Sweden,Lappland Guldprospektering,,LGOLD B,2552.0
LAPWALL,LAPWALL.HE,Finland,LapWall,,LAPWALL,2382.0
LAT1V,LAT1V.HE,Finland,Lassila & Tikanoja,,,
LATO B,LATO-B.ST,Sweden,Latour,,LATO B,126.0
LATF B,LATF-B.ST,Sweden,Latvian Forest,,LATF B,523.0
LEA,LEA.ST,Sweden,Lea Bank,,LEA,1737.0
LEADD,LEADD.HE,Finland,LeadDesk,,LEADD,1786.0
LEMSE,LEMSE.ST,Sweden,Leading Edge Materials,,LEMSE,1661.0
LEDIBOND,LEDIBOND.CO,Denmark,LED iBond,,LEDIBOND,1947.0
LEHTO,LEHTO.HE,Finland,Lehto Group,,LEHTO,1304.0
SX402030PI,SX402030PI.ST,Sweden,Leisure Goods,,SX402030PI,1990.0
LEMON,LEMON.HE,Finland,Lemonsoft,,LEMON,2304.0
LSG,LSG.OL,Norway,Leroy Seafood,,LSG,1083.0
LEVBIO,LEVBIO.ST,Sweden,Level Bio,,LEVBIO,499.0
LIDDS,LIDDS.ST,Sweden,LIDDS,,LIDDS,422.0
LIFCO B,LIFCO-B.ST,Sweden,Lifco,,LIFCO B,440.0
LIFE,LIFE.OL,Norway,Lifecare,,LIFE,1731.0
LCLEAN,LCLEAN.ST,Sweden,Lifeclean,,LCLEAN,1974.0
LAIR,LAIR.ST,Sweden,LightAir,,LAIR,588.0
LIGR,LIGR.ST,Sweden,Lightning Group,,LIGR,1079.0
LIME,LIME.ST,Sweden,Lime Technologies,,LIME,1772.0
LINC,LINC.ST,Sweden,Linc,,LINC,2150.0
LIAB,LIAB.ST,Sweden,Lindab,,LIAB,127.0
LINDEX,LINDEX.HE,Finland,Lindex Group,,LINDEX,732.0
LINK,LINK.OL,Norway,Link Mobility,,LINK,2011.0
LINKAB,LINKAB.ST,Sweden,Link Prop,,LINKAB,781.0
LPGO,LPGO.ST,Sweden,Lipigon Pharmaceuticals,,LPGO,2081.0
LIPUM,LIPUM.ST,Sweden,Lipum,,LIPUM,2129.0
LITI,LITI.ST,Sweden,Litium,,LITI,1080.0
LNFI,LNFI.ST,Sweden,LN Future Invest,,LNFI,288.0
LOGI A,LOGI-A.ST,Sweden,Logistea A,,LOGI A,167.0
LOGI B,LOGI-B.ST,Sweden,Logistea B,,LOGI B,2314.0
LOGIST A,LOGIST-A.ST,Sweden,Logistri A,,LOGIST A,2588.0
LOGIST B,LOGIST-B.ST,Sweden,Logistri B,,LOGIST B,1562.0
LOHILO,LOHILO.ST,Sweden,Lohilo Foods,,LOHILO,2014.0
LOIHDE,LOIHDE.HE,Finland,Loihde,,LOIHDE,2276.0
LOKO,LOKO.OL,Norway,Lokotech,,LOKO,2170.0
LOLB,LOLB.CO,Denmark,Lollands Bank,,LOLB,1258.0
LOOMIS,LOOMIS.ST,Sweden,Loomis,,LOOMIS,129.0
LOVI,LOVI.ST,Sweden,Lovisagruvan,,LOVI,559.0
LOYAL,LOYAL.ST,Sweden,Loyal Solutions,,LOYAL,2174.0
LUC,LUC.ST,Sweden,Lucara Diamond,,LUC,316.0
LUMEN,LUMEN.ST,Sweden,LumenRadio,,LUMEN,2489.0
LUMI,LUMI.OL,Norway,Lumi Gruppen,,LUMI,131.0
LUMI,LUMI.OL,Norway,Lumi Gruppen,,LUMI,2096.0
LUMITO,LUMITO.ST,Sweden,Lumito,,LUMITO,1740.0
LUND B,LUND-B.ST,Sweden,Lundbergföretagen,,LUND B,130.0
LUG,LUG.ST,Sweden,Lundin Gold,,LUG,595.0
LUMI,LUMI.ST,Sweden,Lundin Mining,,LUMI,131.0
LUMI,LUMI.ST,Sweden,Lundin Mining,,LUMI,2096.0
LXB,LXB.ST,Sweden,Luxbright,,LXB,2033.0
LUXOR B,LUXOR-B.CO,Denmark,Luxor,,LUXOR B,1259.0
LYGRD,LYGRD.ST,Sweden,Lyckegård,,LYGRD,2368.0
LYKO A,LYKO-A.ST,Sweden,Lyko,,LYKO A,1573.0
LYTIX,LYTIX.OL,Norway,Lytix Biopharma,,LYTIX,2191.0
LASP,LASP.CO,Denmark,Lån og Spar Bank,,LASP,1260.0
LARK,LARK.ST,Sweden,Lärkberget,,LARK,769.0
MVW,MVW.OL,Norway,M Vest Water,,MVW,2172.0
MAGI,MAGI.ST,Sweden,MAG Interactive,,MAGI,1566.0
MAGLE,MAGLE.ST,Sweden,Magle Chemoswed,,MAGLE,1952.0
MGN,MGN.OL,Norway,Magnora,,MGN,1112.0
MAHA A,MAHA-A.ST,Sweden,Maha Capital,,MAHA A,1354.0
MAHVIE,MAHVIE.ST,Sweden,Mahvie Minerals,,MAHVIE,2482.0
MEAB B,MEAB-B.ST,Sweden,Malmbergs Elektriska,,MEAB B,134.0
MANTA,MANTA.HE,Finland,Mandatum,,MANTA,2513.0
MANG,MANG.ST,Sweden,Mangold,,MANG,365.0
MANTEX,MANTEX.ST,Sweden,Mantex,,MANTEX,1445.0
MEKKO,MEKKO.HE,Finland,Marimekko,,MEKKO,824.0
MARAS,MARAS.HE,Finland,Martela,,MARAS,825.0
MASHUP,MASHUP.ST,Sweden,Mashup Ireland,,MASHUP,1906.0
MATAS,MATAS.CO,Denmark,Matas,,MATAS,977.0
MVE,MVE.OL,Norway,MatvareExpressen,,MVE,2515.0
MAVEN,MAVEN.ST,Sweden,Maven Wireless,,MAVEN,2186.0
MAV,MAV.ST,Sweden,Mavshack,,MAV,411.0
MAXENT B,MAXENT-B.ST,Sweden,Maximum Entertainment,,MAXENT B,1748.0
MDUNDO,MDUNDO.CO,Denmark,Mdundo.com,,MDUNDO,1970.0
MCAP,MCAP.ST,Sweden,MedCap,,MCAP,318.0
MCLR,MCLR.ST,Sweden,Medclair,,MCLR,1417.0
SX4030PI,SX4030PI.ST,Sweden,Media,,SX4030PI,1995.0
MEGR,MEGR.ST,Sweden,Mediacle,,MEGR,1331.0
SX201020PI,SX201020PI.ST,Sweden,Medical Equipment,,SX201020PI,1992.0
MCOV B,MCOV-B.ST,Sweden,Medicover,,MCOV B,1459.0
MEDI,MEDI.OL,Norway,Medistim,,MEDI,976.0
MVIR,MVIR.ST,Sweden,Medivir,,MVIR,136.0
MEDS,MEDS.ST,Sweden,Meds Apotek,,MEDS,2589.0
MEKO,MEKO.ST,Sweden,MEKO,,MEKO,137.0
MELG,MELG.OL,Norway,Melhus Sparebank,,MELG,2429.0
MENDO,MENDO.CO,Denmark,Mendole,,MENDO,2604.0
IMMU,IMMU.ST,Sweden,Mendus,,IMMU,391.0
MNTC,MNTC.ST,Sweden,Mentice,,MNTC,1854.0
MER,MER.ST,Sweden,Meren Energy,,MER,258.0
MERUS,MERUS.HE,Finland,Merus Power,,MERUS,2189.0
META,META.ST,Sweden,Metacon,,META,1741.0
METSO,METSO.HE,Finland,Metso,,METSO,691.0
METSA,METSA.HE,Finland,Metsä Board A,,METSA,1644.0
METSB,METSB.HE,Finland,Metsä Board B,,METSB,723.0
MSAB B,MSAB-B.ST,Sweden,Micro Systemation,,MSAB B,251.0
MPOS,MPOS.ST,Sweden,Micropos Medical,,MPOS,567.0
MSON A,MSON-A.ST,Sweden,Midsona A,,MSON A,1620.0
MSON B,MSON-B.ST,Sweden,Midsona B,,MSON B,141.0
MIDS,MIDS.ST,Sweden,Midsummer,,MIDS,1721.0
MILDEF,MILDEF.ST,Sweden,Mildef Group,,MILDEF,2175.0
MNDRK,MNDRK.ST,Sweden,MindArk,,MNDRK,2502.0
MINEST,MINEST.ST,Sweden,Minesto,,MINEST,913.0
MIPS,MIPS.ST,Sweden,Mips,,MIPS,1421.0
MIR,MIR.ST,Sweden,Miris,,MIR,529.0
MOBA,MOBA.ST,Sweden,MOBA Network,,MOBA,1897.0
MOB,MOB.ST,Sweden,Moberg Pharma,,MOB,246.0
MODEL,MODEL.ST,Sweden,Modelon,,MODEL,2133.0
MTG A,MTG-A.ST,Sweden,Modern Times Group A,,MTG A,1622.0
MTG B,MTG-B.ST,Sweden,Modern Times Group B,,MTG B,148.0
MODU,MODU.HE,Finland,Modulight,,MODU,2261.0
MODTX,MODTX.ST,Sweden,Modus Therapeutics,,MODTX,2239.0
MOFAST,MOFAST.ST,Sweden,Mofast,,MOFAST,1855.0
MOMENT,MOMENT.ST,Sweden,Moment Group,,MOMENT,255.0
MMGR B,MMGR-B.ST,Sweden,Momentum Group,,MMGR B,2383.0
MONI,MONI.ST,Sweden,Monivent,,MONI,1922.0
MNBA,MNBA.CO,Denmark,Mons Bank,,MNBA,1264.0
MONSO,MONSO.CO,Denmark,Monsenso,,MONSO,1946.0
MORLD,MORLD.OL,Norway,Moreld,,MORLD,2563.0
MOBA,MOBA.OL,Norway,Morrow Bank,,MOBA,1897.0
MBBAB,MBBAB.ST,Sweden,MoveByBike,,MBBAB,2195.0
MOWI,MOWI.OL,Norway,Mowi,,MOWI,897.0
MOVINN,MOVINN.CO,Denmark,Movinn,,MOVINN,2305.0
MPCC,MPCC.OL,Norway,MPC Container Ships,,MPCC,1593.0
MPCES,MPCES.OL,Norway,MPC Energy Solutions,,MPCES,2066.0
MRSELL,MRSELL.ST,Sweden,mResell,,MRSELL,2571.0
MTHH,MTHH.CO,Denmark,MT Hojgaard B,,MTHH,1254.0
MTI,MTI.ST,Sweden,MTI Investment,,MTI,2346.0
MULTI,MULTI.OL,Norway,Multiconsult,,MULTI,1084.0
MTRS,MTRS.ST,Sweden,Munters,,MTRS,1439.0
MUSTI,MUSTI.HE,Finland,Musti Group,,MUSTI,1918.0
MYBEAT,MYBEAT.ST,Sweden,My Beat,,MYBEAT,2400.0
MYCR,MYCR.ST,Sweden,Mycronic,,MYCR,140.0
SAFETY B,SAFETY-B.ST,Sweden,mySafety,,SAFETY B,147.0
MAS,MAS.OL,Norway,Måsoval,,MAS,2217.0
NANEXA,NANEXA.ST,Sweden,Nanexa,,NANEXA,771.0
NANOC B,NANOC-B.ST,Sweden,NanoCap,,NANOC B,414.0
NANECH,NANECH.ST,Sweden,NanoEcho,,NANECH,2546.0
NANOFS,NANOFS.ST,Sweden,Nanoform,,NANOFS,1941.0
NANOFH,NANOFH.HE,Finland,Nanoform,,NANOFH,1943.0
NICA,NICA.ST,Sweden,Nanologica,,NICA,918.0
NAPA,NAPA.OL,Norway,Napatech,,NAPA,1028.0
NATTA,NATTA.ST,Sweden,Nattaro Labs,,NATTA,2325.0
NAVA,NAVA.OL,Norway,Navamedic,,NAVA,1085.0
NAVIGO STAM,NAVIGOSTAM.ST,Sweden,Navigo Invest,,NAVIGO STAM,2516.0
NAVIGO PREF,NAVIGOPREF.ST,Sweden,Navigo Invest Pref,,NAVIGO PREF,759.0
NAXS,NAXS.ST,Sweden,NAXS,,NAXS,150.0
NCAB,NCAB.ST,Sweden,NCAB Group,,NCAB,1695.0
NCC A,NCC-A.ST,Sweden,NCC A,,NCC A,1623.0
NCC B,NCC-B.ST,Sweden,NCC B,,NCC B,151.0
NMAN,NMAN.ST,Sweden,Nederman,,NMAN,152.0
NKR,NKR.OL,Norway,Nekkar,,NKR,1122.0
NEL,NEL.OL,Norway,NEL,,NEL,1086.0
NELLY,NELLY.ST,Sweden,Nelly Group,,NELLY,48.0
NEOBO,NEOBO.ST,Sweden,Neobo Fastigheter,,NEOBO,2503.0
NEOLA,NEOLA.ST,Sweden,Neola Medical,,NEOLA,1975.0
NEO B,NEO-B.ST,Sweden,Neovici Holding B,,NEO B,2542.0
NEPA,NEPA.ST,Sweden,Nepa,,NEPA,1081.0
NESTE,NESTE.HE,Finland,Neste,,NESTE,685.0
NETI B,NETI-B.ST,Sweden,Net Insight,,NETI B,154.0
NETC,NETC.CO,Denmark,Netcompany Group,,NETC,1702.0
NETEL,NETEL.ST,Sweden,Netel Holding,,NETEL,2281.0
NETUM,NETUM.HE,Finland,Netum,,NETUM,2177.0
NNH,NNH.ST,Sweden,New Nordic Healthbrands,,NNH,323.0
NEWA B,NEWA-B.ST,Sweden,New Wave,,NEWA B,155.0
NEWBRY,NEWBRY.ST,Sweden,Newbury Pharmaceuticals,,NEWBRY,2361.0
NEWCAP,NEWCAP.CO,Denmark,NewCap Holding,,NEWCAP,1266.0
NEXAM,NEXAM.ST,Sweden,Nexam Chemical,,NEXAM,371.0
NXAR,NXAR.ST,Sweden,Nexar Group,,NXAR,1468.0
NEXCOM,NEXCOM.CO,Denmark,Nexcom,,NEXCOM,2069.0
NXTMH,NXTMH.HE,Finland,Nexstim,,NXTMH,992.0
NEXT,NEXT.OL,Norway,NEXT Biometrics,,NEXT,973.0
NXTCL,NXTCL.ST,Sweden,NextCell Pharma,,NXTCL,1483.0
NFO,NFO.ST,Sweden,NFO Drives,,NFO,558.0
NGS,NGS.ST,Sweden,NGS Group,,NGS,540.0
NIBE B,NIBE-B.ST,Sweden,NIBE Industrier,,NIBE B,156.0
NICO,NICO.ST,Sweden,Nicoccino,,NICO,415.0
NISB,NISB.OL,Norway,Nidaros Sparebank,,NISB,1857.0
NIDHOG,NIDHOG.ST,Sweden,Nidhogg Resources,,NIDHOG,548.0
HEALTH,HEALTH.HE,Finland,Nightingale Health,,HEALTH,2102.0
NLFSK,NLFSK.CO,Denmark,Nilfisk,,NLFSK,1541.0
NILS,NILS.ST,Sweden,Nilsson Special Vehicles,,NILS,925.0
NIL B,NIL-B.ST,Sweden,Nilörngruppen,,NIL B,758.0
BOAT,BOAT.ST,Sweden,Nimbus,,BOAT,2075.0
NITRO,NITRO.ST,Sweden,Nitro Games,,NITRO,1479.0
NIUTEC,NIUTEC.ST,Sweden,Niutech Group,,NIUTEC,2312.0
NIVI B,NIVI-B.ST,Sweden,Nivika Fastigheter,,NIVI B,2326.0
NKT,NKT.CO,Denmark,NKT Holding,,NKT,1196.0
NNIT,NNIT.CO,Denmark,NNIT,,NNIT,1197.0
NOBA,NOBA.ST,Sweden,NOBA Bank,,NOBA,2590.0
NOBI,NOBI.ST,Sweden,Nobia,,NOBI,157.0
NODE,NODE.ST,Sweden,Nodebis Applications,,NODE,2486.0
NOHO,NOHO.HE,Finland,NoHo Partners,,NOHO,839.0
NOKIA SEK,NOKIASEK.ST,Sweden,Nokia,,NOKIA SEK,249.0
NOKIA,NOKIA.HE,Finland,Nokia,,NOKIA,686.0
BEER,BEER.HE,Finland,Nokian Panimo,,BEER,2577.0
TYRES,TYRES.HE,Finland,Nokian Renkaat,,TYRES,687.0
NOLA B,NOLA-B.ST,Sweden,Nolato,,NOLA B,158.0
NORAM,NORAM.OL,Norway,Noram Drilling,,NORAM,2442.0
NORBT,NORBT.OL,Norway,Norbit,,NORBT,1858.0
NCOD,NCOD.OL,Norway,Norcod,,NCOD,2004.0
NORCO,NORCO.OL,Norway,Norconsult,,NORCO,2518.0
NORDIG,NORDIG.ST,Sweden,Nord Insuretech,,NORDIG,1915.0
NDA SE,NDA-SE.ST,Sweden,Nordea Bank,,NDA SE,159.0
NDA FI,NDA-FI.HE,Finland,Nordea Bank,,NDA FI,688.0
NDA DK,NDA-DK.CO,Denmark,Nordea Bank,,NDA DK,943.0
NORDEN,NORDEN.ST,Sweden,Norden Estates,,NORDEN,2593.0
NORDH,NORDH.OL,Norway,Nordhealth,,NORDH,2179.0
NOAP,NOAP.OL,Norway,Nordic Aqua Partners,,NOAP,2041.0
NOFIN,NOFIN.OL,Norway,Nordic Financials,,NOFIN,1344.0
NFGAB,NFGAB.ST,Sweden,Nordic Flanges,,NFGAB,354.0
NOHAL,NOHAL.OL,Norway,Nordic Halibut,,NOHAL,2164.0
NIO,NIO.ST,Sweden,Nordic Iron Ore,,NIO,1742.0
LEVEL,LEVEL.ST,Sweden,Nordic LEVEL,,LEVEL,277.0
NOM,NOM.OL,Norway,Nordic Mining,,NOM,1169.0
NOD,NOD.OL,Norway,Nordic Semiconductor,,NOD,898.0
NTG,NTG.OL,Norway,Nordic Technology,,NTG,1265.0
NTG,NTG.OL,Norway,Nordic Technology,,NTG,2407.0
NORB B,NORB-B.ST,Sweden,Nordisk Bergteknik,,NORB B,2279.0
NOTEK,NOTEK.ST,Sweden,Norditek,,NOTEK,2298.0
SAVE,SAVE.ST,Sweden,Nordnet,,SAVE,161.0
NREST,NREST.ST,Sweden,Nordrest,,NREST,2526.0
