action_baseline,k_baseline,ticker_baseline,company_baseline,quality_score_baseline,mos_baseline,mode_baseline,period,date_baseline,ret_baseline,action_change1_quality,k_change1_quality,ticker_change1_quality,company_change1_quality,quality_score_change1_quality,mos_change1_quality,mode_change1_quality,date_change1_quality,ret_change1_quality,action_change2_value,k_change2_value,ticker_change2_value,company_change2_value,quality_score_change2_value,mos_change2_value,mode_change2_value,date_change2_value,ret_change2_value,action_v2,k_v2,ticker_v2,company_v2,quality_score_v2,mos_v2,mode_v2,date_v2,ret_v2
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-02,2015-02-27,0.2606060606060605,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-02-27,0.2606060606060605,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-02-27,0.2606060606060605,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-02-27,0.2606060606060605
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-03,2015-03-31,-0.12019230769230771,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-03-31,-0.12019230769230771,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-03-31,-0.12019230769230771,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-03-31,-0.12019230769230771
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-04,2015-04-30,0.180327868852459,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-04-30,0.180327868852459,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-04-30,0.180327868852459,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-04-30,0.180327868852459
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-05,2015-05-29,0.02314814814814814,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-05-29,0.02314814814814814,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-05-29,0.02314814814814814,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-05-29,0.02314814814814814
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-06,2015-06-30,0.34389140271493224,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-06-30,0.34389140271493224,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-06-30,0.34389140271493224,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-06-30,0.34389140271493224
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-07,2015-07-31,-0.11447811447811451,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-07-31,-0.11447811447811451,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-07-31,-0.11447811447811451,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-07-31,-0.11447811447811451
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-08,2015-08-31,0.11406844106463887,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-08-31,0.11406844106463887,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-08-31,0.11406844106463887,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-08-31,0.11406844106463887
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-09,2015-09-30,0.03412969283276457,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-09-30,0.03412969283276457,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-09-30,0.03412969283276457,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-09-30,0.03412969283276457
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-10,2015-10-30,-0.0066006600660065695,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-10-30,-0.0066006600660065695,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-10-30,-0.0066006600660065695,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-10-30,-0.0066006600660065695
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-11,2015-11-30,0.006644518272425293,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-11-30,0.006644518272425293,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-11-30,0.006644518272425293,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-11-30,0.006644518272425293
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2015-12,2015-12-30,-0.16501650165016502,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2015-12-30,-0.16501650165016502,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2015-12-30,-0.16501650165016502,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2015-12-30,-0.16501650165016502
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-01,2016-01-29,-0.05234449036859512,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-01-29,-0.05234449036859512,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-01-29,-0.05234449036859512,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-01-29,-0.05234449036859512
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-02,2016-02-29,0.0017349986966601616,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-02-29,0.0017349986966601616,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-02-29,0.0017349986966601616,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-02-29,0.0017349986966601616
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-03,2016-03-31,-0.015743794810234468,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-03-31,-0.015743794810234468,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-03-31,-0.015743794810234468,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-03-31,-0.015743794810234468
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-04,2016-04-29,0.17713287982073145,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-04-29,0.17713287982073145,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-04-29,0.17713287982073145,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-04-29,0.17713287982073145
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-05,2016-05-31,-0.08706581691336812,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-05-31,-0.08706581691336812,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-05-31,-0.08706581691336812,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-05-31,-0.08706581691336812
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-06,2016-06-30,-0.04520388993258928,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-06-30,-0.04520388993258928,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-06-30,-0.04520388993258928,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-06-30,-0.04520388993258928
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-07,2016-07-29,-0.041570548477417146,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-07-29,-0.041570548477417146,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-07-29,-0.041570548477417146,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-07-29,-0.041570548477417146
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2016-08,2016-08-31,0.018134748757168584,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2016-08-31,0.018134748757168584,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2016-08-31,0.018134748757168584,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2016-08-31,0.018134748757168584
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2016-09,2016-09-30,-0.03162493895044405,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2016-09-30,-0.03162493895044405,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2016-09-30,-0.03162493895044405,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2016-09-30,-0.03162493895044405
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-10,2016-10-31,-0.052721229705354755,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-10-31,-0.052721229705354755,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-10-31,-0.052721229705354755,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-10-31,-0.052721229705354755
BUY,ORK,ORK,Orkla,0.05326021148783191,0.4891010054086755,baseline,2016-11,2016-11-30,0.030302877338789447,BUY,ORK,ORK,Orkla,0.05326021148783191,0.4891010054086755,change1_quality,2016-11-30,0.030302877338789447,CASH,CASH,CASH,CASH,,,change2_value,2016-11-30,0.0,CASH,CASH,CASH,CASH,,,v2,2016-11-30,0.0
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2016-12,2016-12-30,-0.0243506036490565,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2016-12-30,-0.0243506036490565,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2016-12-30,-0.0243506036490565,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2016-12-30,-0.0243506036490565
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-01,2017-01-31,-0.012875536480686733,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-01-31,-0.012875536480686733,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-01-31,-0.012875536480686733,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-01-31,-0.012875536480686733
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-02,2017-02-28,-0.021739130434782594,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-02-28,-0.021739130434782594,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-02-28,-0.021739130434782594,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-02-28,-0.021739130434782594
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2017-03,2017-03-31,0.07394779631399495,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2017-03-31,0.07394779631399495,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2017-03-31,0.07394779631399495,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2017-03-31,0.07394779631399495
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-04,2017-04-28,-0.024590163934426257,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-04-28,-0.024590163934426257,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-04-28,-0.024590163934426257,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-04-28,-0.024590163934426257
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-05,2017-05-31,0.09663865546218497,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-05-31,0.09663865546218497,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-05-31,0.09663865546218497,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-05-31,0.09663865546218497
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-06,2017-06-30,-0.04214559386973182,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-06-30,-0.04214559386973182,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-06-30,-0.04214559386973182,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-06-30,-0.04214559386973182
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-07,2017-07-31,-0.04800000000000004,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-07-31,-0.04800000000000004,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-07-31,-0.04800000000000004,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-07-31,-0.04800000000000004
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-08,2017-08-31,0.021008403361344463,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-08-31,0.021008403361344463,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-08-31,0.021008403361344463,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-08-31,0.021008403361344463
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2017-09,2017-09-29,-0.028806584362139898,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2017-09-29,-0.028806584362139898,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2017-09-29,-0.028806584362139898,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2017-09-29,-0.028806584362139898
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2017-10,2017-10-31,-0.12573959794991485,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2017-10-31,-0.12573959794991485,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2017-10-31,-0.12573959794991485,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2017-10-31,-0.12573959794991485
BUY,ORK,ORK,Orkla,0.05326021148783191,0.4891010054086755,baseline,2017-11,2017-11-30,0.04376488640766496,BUY,ORK,ORK,Orkla,0.05326021148783191,0.4891010054086755,change1_quality,2017-11-30,0.04376488640766496,CASH,CASH,CASH,CASH,,,change2_value,2017-11-30,0.0,CASH,CASH,CASH,CASH,,,v2,2017-11-30,0.0
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2017-12,2017-12-29,-0.15854900898881719,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2017-12-29,-0.15854900898881719,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2017-12-29,-0.15854900898881719,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2017-12-29,-0.15854900898881719
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2018-01,2018-01-31,-0.005562393289416212,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2018-01-31,-0.005562393289416212,CASH,CASH,CASH,CASH,,,change2_value,2018-01-31,0.0,CASH,CASH,CASH,CASH,,,v2,2018-01-31,0.0
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2018-02,2018-02-28,0.03087957454834589,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2018-02-28,0.03087957454834589,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2018-02-28,0.03087957454834589,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2018-02-28,0.03087957454834589
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2018-03,2018-03-29,0.057864132568843596,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2018-03-29,0.057864132568843596,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2018-03-29,0.057864132568843596,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2018-03-29,0.057864132568843596
BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,baseline,2018-04,2018-04-30,-0.2708759351422264,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change1_quality,2018-04-30,-0.2708759351422264,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,change2_value,2018-04-30,-0.2708759351422264,BUY,PNDORA,PNDORA,Pandora,0.05858853083229293,0.4455838348518979,v2,2018-04-30,-0.2708759351422264
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2018-05,2018-05-31,-0.009192107141060668,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2018-05-31,-0.009192107141060668,CASH,CASH,CASH,CASH,,,change2_value,2018-05-31,0.0,CASH,CASH,CASH,CASH,,,v2,2018-05-31,0.0
BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,baseline,2018-06,2018-06-29,0.03271451277762916,BUY,TELIA,TELIA,Telia Company,0.054014206666448905,1.492506492051883,change1_quality,2018-06-29,0.03271451277762916,CASH,CASH,CASH,CASH,,,change2_value,2018-06-29,0.0,CASH,CASH,CASH,CASH,,,v2,2018-06-29,0.0
BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,baseline,2018-07,2018-07-31,-0.027339626875268697,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change1_quality,2018-07-31,-0.027339626875268697,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,change2_value,2018-07-31,-0.027339626875268697,BUY,ZEAL,ZEAL,Zealand Pharma,0.06732686589447426,1.4333500044129326,v2,2018-07-31,-0.027339626875268697
BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,baseline,2018-08,2018-08-31,0.008028493684838711,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change1_quality,2018-08-31,0.008028493684838711,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,change2_value,2018-08-31,0.008028493684838711,BUY,ISS,ISS,ISS,0.05519494097384507,0.4924576619327887,v2,2018-08-31,0.008028493684838711
